

30	0
60	0
90	0
120	0
150	0
180	0
210	0
240	0
270	0
300	0
330	0
360	0
390	0
420	0
450	0
480	0
510	0
540	0
570	0
600	0
630	0
660	0
690	0
720	0
750	0
780	0
810	0
840	0
870	0
900	0
930	0
960	0
990	0
1020	0
1050	0
1080	0
1110	0
1140	0
1170	0
1200	0
1230	0
1260	0
1290	0
1320	0
1350	0
1380	0
1410	0
1440	0
1470	0
1500	0
1530	0
1560	0
1590	0
1620	0
1650	0
1680	0
1710	0
1740	0
1770	0
1800	0
1830	0
1860	0
1890	0
1920	0
1950	0
1980	0
2000	0
2030	0
2060	0
2090	0
2120	0
2150	0
2180	0
2210	0
2240	0
2270	0
2300	0
2330	0
2360	0
2390	0
2420	0
2450	0
2480	0
2510	0
2540	0
2570	0
2600	0
2630	0
2660	0
2690	0
2720	0
2750	0
2780	0
2810	0
2840	0
2870	0
2900	0
2930	0
2960	0
2990	0
3020	0
3050	0
3080	0
3110	0
3140	0
3170	0
3200	0
3230	0
3260	0
3290	0
3320	0
3350	0
3380	0
3410	0
3440	0
3470	0
3500	0
3530	0
3560	0
3590	0
3620	0
3650	0
3680	0
3710	0
3740	0
3770	0
3800	0
3830	0
3860	0
3890	0
3920	0
3950	0
3980	0
4010	0
4040	0
4070	0
4100	0
4130	0
4160	0
4190	0
4220	0
4250	0
4280	0
4310	0
4340	0
4370	0
4400	0
4430	0
4460	0
4490	0
4520	0
4550	0
4580	0
4610	0
4640	0
4670	0
4700	0
4730	0
4760	0
4790	0
4820	0
4850	0
4880	0
4910	0
4940	0
4970	0
5000	0
5030	0
